,artist_name,track_name,track_id,popularity,num_artists,release_month,release_weekday,artist_followers,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_len,artist_len
129,DaBaby,Baby Sitter (feat. Offset),7f1zjZG77S891Uv4O68yfk,81,2,3,5,1336063,93,0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.394,92.506,157693,4,26,6
130,Post Malone,A Thousand Bad Times,2J0NXdHr6MYvKDSxB7k3V2,83,1,9,5,19671232,100,0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159.0,221173,4,20,11
131,Drake,Behind Barz - Bonus,5r7WvQtyPfy1xch5zMgGRp,83,1,9,5,42407710,98,0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121,4,19,5
132,Billie Eilish,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,86,1,3,5,16246794,97,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4,17,13
133,Trippie Redd,Who Needs Love,2ktxr00GpTtbMNeBjNeY8D,76,1,11,5,3691799,91,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,158532,4,14,12
134,XXXTENTACION,bad vibes forever,69dXVFCMiz3SL1L7M24NdX,79,3,11,5,16375813,93,0.799,0.526,8,-5.153,1,0.0717,0.334,0.00174,0.0571,0.746,129.875,150475,4,17,12
135,Frank Ocean,In My Room,4S4Mfvv03M1cHgIOJcbUCL,82,1,11,6,4989040,87,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4,10,11
136,NAV,Tap (feat. Meek Mill),5rU6kDNXZLXIinFezpbWbO,81,2,3,2,1672079,83,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,4,21,3
137,Kanye West,God Is,6xRWoYwfwIKnT8bQGzKbxR,82,1,10,5,10738097,95,0.649,0.634,1,-4.394,1,0.0254,0.17,0.0,0.195,0.221,105.051,203141,4,6,10
138,BTS,Make It Right (feat. Lauv),314ZkcV7oLWG8yWE7LABvH,88,2,10,5,14714305,92,0.584,0.685,7,-7.811,1,0.425,0.0304,0.0,0.189,0.345,97.551,226321,4,26,3
139,Jonas Brothers,Only Human,0DiDStADDVh3SvAsoJAFMk,88,1,6,5,3241720,87,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4,10,14
140,Camila Cabello,Easy,46D0hYb1B7qiU33VtXt21W,86,1,10,5,13182948,94,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,194686,4,4,14
141,Trippie Redd,Hate Me,1FxTz4x5X7ewAICkKhB3kA,75,2,11,5,3691799,91,0.872,0.48,10,-7.184,1,0.0664,0.406,0.0,0.109,0.61,121.013,144771,4,7,12
142,Lauv,Feelings,0y675KDleCZEudjoeL1sQQ,87,1,9,4,1941584,90,0.694,0.466,9,-6.758,1,0.0384,0.0934,0.0,0.098,0.246,103.018,189613,4,8,4
143,Kygo,Higher Love,6oJ6le65B3SEqPwMRNXWjY,90,2,6,5,5728537,88,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,4,11,4
144,YNW Melly,Mixed Personalities (feat. Kanye West),6vWEAOUSxohKxhp0K1BsxL,81,2,1,5,1919824,88,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,230400,4,38,9
145,Jeremy Zucker,you were good to me,4CxFN5zON70B3VOPBYbd6P,83,2,5,5,545033,83,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147,4,19,13
146,benny blanco,Graduation (with Juice WRLD),6cjSh516BbrNUs213jDAGm,82,2,8,5,414951,81,0.731,0.65,0,-5.286,1,0.271,0.107,0.0,0.124,0.605,154.968,177847,4,28,12
147,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,86,3,8,5,24575283,95,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4,47,12
148,Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),6MF4tRr5lU8qok8IKaFOBE,80,4,7,5,169028,78,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,202040,4,48,10
149,Shawn Mendes,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,87,1,5,5,21742772,93,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,4,19,12
150,Trippie Redd,Love Sick,2PRKaIkl62537yLUt8VhHR,75,1,11,5,3691799,91,0.861,0.712,6,-6.72,0,0.104,0.527,4.12e-05,0.622,0.687,119.042,177981,4,9,12
151,Lauv,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",322tcqPhma7F6hfCeLisx0,89,2,8,5,1941584,90,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016,198973,4,68,4
152,A Boogie Wit da Hoodie,Mood Swings,2xE16muNCmhZwSOv3i1d1H,81,1,9,5,3675952,91,0.943,0.664,4,-5.952,0,0.106,0.235,5.84e-06,0.112,0.93,120.051,156893,4,11,22
153,Taylor Swift,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,83,1,8,5,24575283,95,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,4,25,12
154,The Weeknd,Heartless,57vxBYXtHMk6H1aD29V7PU,81,1,11,3,17755961,91,0.614,0.727,10,-5.778,0,0.0704,0.00734,0.000142,0.122,0.183,85.031,200080,4,9,10
155,Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,85,1,3,5,16246794,97,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4,28,13
156,Billie Eilish,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,86,1,3,5,16246794,97,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840,4,29,13
157,Ariana Grande,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,85,1,2,5,38666379,96,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440,4,40,13
158,Trippie Redd,Love Me More,6uYgCE2OEulOw5zhHvZsHf,74,1,11,5,3691799,91,0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.241,0.247,83.381,143713,4,12,12
159,Maren Morris,The Bones,3npzogdOEiVsieXmmhBepL,80,1,3,5,405166,81,0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.004,197293,4,9,12
160,Post Malone,I'm Gonna Be,1ckLp8lCl8LipXI0ypX72m,82,1,9,5,19671232,100,0.746,0.559,5,-4.008,1,0.0316,0.703,0.0,0.148,0.368,117.943,200680,4,12,11
161,Kanye West,Water,454Epa1vrCGFddHXKyC1kb,82,2,10,5,10738097,95,0.505,0.281,2,-12.404,1,0.1,0.57,0.000254,0.163,0.283,82.338,168420,4,5,10
162,Tainy,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,93,3,8,4,43030,86,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4,30,5
163,Trippie Redd,Leray,6GivWRmlYtefJr28jev6e0,74,1,11,5,3691799,91,0.774,0.195,4,-12.233,1,0.087,0.789,0.00103,0.109,0.369,132.847,122707,4,5,12
164,Diplo,Lonely (with Jonas Brothers),4fwo6czG5nvOQMzhOto1ya,86,2,9,5,2130260,90,0.738,0.717,1,-5.121,1,0.0573,0.062,0.0,0.205,0.5,98.047,139813,4,28,5
165,Trippie Redd,This Ain't That,07NMFSwppnky8JyIQIxAQZ,74,2,11,5,3691799,91,0.716,0.68,4,-4.755,0,0.0589,0.114,0.0,0.366,0.219,76.47,207059,4,15,12
166,5 Seconds of Summer,Teeth,1JRK7srBWUtAW7dPabKBwJ,86,1,8,3,5429024,87,0.755,0.448,3,-2.993,0,0.0405,0.0508,3.87e-06,0.11,0.431,139.028,204887,4,5,19
167,Jonas Brothers,Sucker,4y3OI86AEP6PQoDE6olYhO,86,1,3,5,3241720,87,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181040,4,6,14
168,Post Malone,Allergic,1YscJ7yVTlFxW3eF6pv5ba,82,1,9,5,19671232,100,0.665,0.741,0,-3.694,1,0.0787,0.154,3.02e-05,0.345,0.57,144.968,156893,4,8,11
169,Lil Tjay,Hold On,5qDsijQM75KTdv3RtSPx91,79,1,10,5,651168,86,0.691,0.602,9,-6.807,0,0.209,0.123,0.0,0.0637,0.685,151.987,189480,4,7,8
170,Katy Perry,Never Really Over,5PYQUBXc7NYeI1obMKSJK0,87,1,5,5,14214011,88,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4,17,10
171,Trippie Redd,Real Feel,6Dqja51kHdm93TJGkX7T16,73,1,11,5,3691799,91,0.837,0.57,2,-5.221,1,0.0767,0.372,0.0,0.0862,0.425,74.514,258552,4,9,12
172,Trippie Redd,Death (feat. DaBaby),6YfTl5YupXOQBKiJJLrxcw,80,2,11,2,3691799,91,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,172196,4,20,12
173,Lizzo,Juice,0k664IuFwVP557Gnx7RhIl,82,1,4,5,1537538,88,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,195145,4,5,5
174,Wale,On Chill (feat. Jeremih),5z51HY4ei5QhTjcvwq5Msw,79,2,10,5,2284599,79,0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,214035,4,24,4
175,Post Malone,Staring At The Sun (feat. SZA),5KE9b4x7Zj2A8XtbkqhqTe,82,2,9,5,19671232,100,0.724,0.772,6,-4.389,0,0.184,0.248,0.0,0.308,0.347,95.074,168280,4,30,11
176,Kanye West,Every Hour,1WnqWQcWcuQbVzgE7ecfCY,82,2,10,5,10738097,95,0.588,0.793,7,-6.23,1,0.0794,0.466,0.000647,0.913,0.694,76.997,112239,5,10,10
177,Trippie Redd,Death,3Kd6Wp3lG5HXMB2dlvuy7y,73,2,11,5,3691799,91,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,172196,4,5,12
178,Kehlani,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,81,2,2,5,2947179,85,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788,4,38,7
179,Blueface,Daddy (feat. Rich The Kid),4hanO6Du5J7QEguNHYZHmw,81,2,8,5,1462853,82,0.869,0.59,11,-8.214,1,0.257,0.07,0.0,0.236,0.479,107.934,151147,4,26,8
180,Trippie Redd,The Grinch,1W24W6jQegnNh0x5DfBBPT,72,1,11,5,3691799,91,0.676,0.503,8,-6.115,1,0.0971,0.137,6.36e-05,0.0981,0.196,162.85,91288,4,10,12
181,Trippie Redd,Til The End of Time,3Z9vHQOOPvRtOnTPyXLkWD,72,1,11,5,3691799,91,0.747,0.596,7,-6.904,0,0.0292,0.182,1.11e-06,0.319,0.502,120.006,174433,4,19,12
182,Trippie Redd,U Deserve It,4hQ6o8ECY5MyHyodnyOHEw,72,3,11,5,3691799,91,0.817,0.509,5,-7.287,1,0.0316,0.547,4.28e-06,0.0758,0.551,110.014,244601,4,12,12
183,Ashnikko,STUPID (feat. Yung Baby Tate),6qNB2ChCVPepl5ZjVJJTUW,83,2,7,5,80513,73,0.772,0.637,2,-6.881,1,0.114,0.00459,0.0,0.0778,0.54,149.906,167317,4,29,8
184,Dreamville,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",5WnfnSpuNEGXyEt78PBA6d,79,10,7,5,169028,78,0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,217867,4,116,10
185,Tory Lanez,Jerry Sprunger (with T-Pain),6JsHgIkMYHcbNtKfsal2Mg,80,2,11,5,2603760,88,0.76,0.746,0,-5.331,0,0.227,0.137,0.0,0.0905,0.449,100.011,233546,4,28,10
186,Kanye West,Hands On,7r6aR2f57resC5r93LwMfK,81,2,10,5,10738097,95,0.514,0.393,1,-8.72,0,0.529,0.558,0.0,0.282,0.598,78.039,203174,4,8,10
187,Roddy Ricch,Big Stepper,5MVdzbNmCVf9cWbkqFakkr,80,1,10,5,778040,84,0.72,0.644,8,-8.099,0,0.341,0.0388,0.0,0.194,0.611,77.673,178720,4,11,11
188,Trippie Redd,All For Me,01kOu8BA8yzAHx9LUidTi9,71,2,11,5,3691799,91,0.445,0.737,11,-5.516,0,0.483,0.505,0.0,0.0797,0.642,74.374,164780,4,10,12
189,YNW Melly,Bang Bang,66FltlEV09mPJYAyfYm8De,76,1,11,5,1919824,88,0.657,0.522,10,-7.632,1,0.397,0.156,0.0,0.0811,0.442,179.687,260333,4,9,9
190,Taylor Swift,The Man,3RauEVgRgj1IuWdJ9fDs70,83,1,8,5,24575283,95,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,190360,4,7,12
191,Trippie Redd,Sickening,56S5YTNqlsXSnR5T1S2oyJ,72,2,11,5,3691799,91,0.78,0.679,5,-4.554,1,0.0881,0.174,0.0,0.127,0.47,139.978,193933,4,9,12
192,Harry Styles,Lights Up,5aJEh9Oqdz7PRLKTpH25pB,81,1,11,7,5367636,87,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,172213,4,9,12
193,Blake Shelton,God's Country,1dyxS3YzBbL0t8rEVwVQ1K,78,1,3,5,4582895,78,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4,13,13
194,Baby Keem,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,79,1,7,5,26818,68,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,129882,4,11,9
195,French Montana,Writing on the Wall (feat. Post Malone & Cardi B),7x9nXsowok1JszkVztI5NI,85,4,9,5,3155091,85,0.773,0.836,9,-2.326,0,0.153,0.283,2.1e-05,0.0828,0.497,112.01,201271,4,49,14
196,H.E.R.,Slide,2rTnVB1bvwxHtaIl4uVu7f,80,2,9,5,1919905,82,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,238321,4,5,6
197,PARTYNEXTDOOR,Loyal (feat. Drake),5bvnqVuq7UFl0txSlHpsfS,82,2,11,5,2041872,80,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,4,19,13
198,Miley Cyrus,Slide Away,44ADyYoY5liaRa3EOAl4uf,85,1,8,5,10335108,87,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,4,10,11
199,Camila Cabello,Living Proof,1jg9clsGCDqOumfS0X5xm9,83,1,11,5,13182948,94,0.735,0.514,7,-5.464,1,0.082,0.109,0.0,0.359,0.517,77.566,194440,4,12,14
200,Lil Tecca,Shots,6eSU1exzDvBEXmBRxspeh5,80,1,8,5,1148013,89,0.829,0.582,7,-5.721,0,0.0415,0.525,0.0,0.0759,0.51,108.028,109373,4,5,9
201,Trippie Redd,The Jungle Book,2cSqeOJIaFPEF7N5J7xiIZ,70,2,11,5,3691799,91,0.686,0.648,1,-6.055,1,0.0912,0.0491,0.0,0.382,0.0538,85.004,159556,4,15,12
202,Post Malone,Myself,2cvOfKHOHgwQlLiuLKP2xR,81,1,9,5,19671232,100,0.476,0.701,0,-4.234,1,0.0349,0.102,0.0,0.242,0.405,163.882,158120,4,6,11
203,KAROL G,Tusa,7k4t7uLgtOxPwTpFmtJNTY,91,2,11,4,7221639,89,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,4,7
204,Luh Kel,Wrong,3EludUFeAoJAwSixWGG5Wg,81,1,4,5,150352,76,0.745,0.728,0,-3.39,1,0.0423,0.352,0.0,0.228,0.39,120.099,130876,4,5,7
205,Ambjaay,Uno,3AEgic4yp82NxMWUjHtxnO,79,1,5,5,27847,67,0.978,0.477,8,-8.159,1,0.155,0.000143,0.0,0.133,0.196,110.002,109091,4,3,7
206,Lauv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,85,2,1,4,1941584,90,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,162583,4,15,4
207,Lil Tjay,Brothers (feat. Lil Durk) - Remix,2wUwC1gBJIC05JH87v2hgN,78,2,10,5,651168,86,0.688,0.489,2,-7.627,0,0.173,0.619,0.0,0.153,0.559,85.404,210120,5,33,8
208,Ariana Grande,Bad To You (with Normani & Nicki Minaj),7vJS1DPc3FzBtqBs8n3mW5,85,3,11,5,38666379,96,0.727,0.583,7,-7.385,0,0.0718,0.065,0.0,0.106,0.629,147.983,171840,4,39,13
209,Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,82,1,8,5,24575283,95,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,12,12
210,Trippie Redd,M's,2UUnhLf51JSrji1FAbJ17G,70,3,11,5,3691799,91,0.781,0.672,1,-4.159,1,0.256,0.719,0.0,0.275,0.757,140.281,113143,4,3,12
211,MAX,Love Me Less (feat. Quinn XCII),2tOOcDDYkh0PSjr6GwPEAJ,80,2,4,5,361632,77,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,0.771,145.034,177670,4,31,3
212,YNW Melly,Suicidal,1iSqfoUFnQwV0QW1EfUit8,75,1,11,5,1919824,88,0.736,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.005,222997,4,8,9
213,Trippie Redd,Can You Rap Like Me - Pt. 2,6v36HjllB4mRIFlT3U1ZPL,70,2,11,5,3691799,91,0.772,0.875,1,-5.534,1,0.397,0.232,0.0,0.108,0.616,101.989,132023,4,27,12
214,iann dior,gone girl,6G0FACzGN80Dj2v4ass5rq,80,2,7,4,228185,80,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,136568,4,9,9
215,Trippie Redd,Chosen,1M4pM5XgwxasguJP1dJIC6,69,1,11,5,3691799,91,0.848,0.454,2,-6.934,1,0.151,0.596,0.0,0.121,0.558,116.968,184615,4,6,12
216,Trippie Redd,Abandoned,55L35RJDZHEd5kIqz0Umkv,70,2,11,5,3691799,91,0.801,0.153,9,-8.492,1,0.0428,0.926,0.0,0.109,0.429,130.18,240048,4,9,12
217,NLE Choppa,Shotta Flow,4dAMdQ6g4kGmnc1MDHsg77,79,1,1,4,556478,84,0.888,0.43,9,-6.728,1,0.588,0.0786,1.58e-06,0.132,0.45,120.088,160013,4,11,10
218,Trippie Redd,RMP,5e4oAwSsIzkNZxh4fLSKUH,69,1,11,5,3691799,91,0.732,0.411,0,-5.064,1,0.0648,0.433,0.0,0.369,0.0333,126.005,129524,4,3,12
219,MEDUZA,Lose Control,7CHi4DtfK4heMlQaudCuHK,91,3,10,5,106892,83,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387,4,12,6
220,Lunay,Soltera - Remix,1c0hsvHLELX6y8qymnpLKL,89,3,5,5,1063702,88,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.8,92.016,266087,4,15,5
221,iann dior,emotions,5ls62WNKHUUrdF3r1cv83T,80,1,5,3,228185,80,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,131213,4,8,9
222,Sech,Otro Trago - Remix,4bTZeO72FwMa6wKOiqoynL,89,5,7,5,1782270,94,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4,18,4
223,Frank Ocean,DHL,2INhKpUdzh7v0j041gZNsz,80,1,10,6,4989040,87,0.819,0.458,4,-10.223,0,0.167,0.582,0.173,0.128,0.232,122.981,268893,4,3,11
224,Lil Nas X,Rodeo,4ak7xjvBeBOcJGWFDX9w5n,81,2,6,5,1772920,87,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,158707,4,5,9
225,Marshmello,Here With Me,5icOoE6VgqFKohjWWNp0Ac,85,2,3,5,18547768,90,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,4,12,10
226,Trippie Redd,Bust Down Deux,39WVsfrPyaLCx04khGj3fN,70,2,11,5,3691799,91,0.744,0.677,5,-4.605,1,0.0873,0.181,0.0,0.158,0.417,155.954,135479,4,14,12
227,Ali Gatie,It's You,5DqdesEfbRyOlSS3Tf6c29,87,1,11,5,355111,82,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4,8,9
228,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,89,2,6,5,16422136,99,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4,13,8
229,DaniLeigh,Easy - Remix,4CMrdHWqic0usIZfTrKoI3,80,2,5,5,234829,73,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,186587,4,12,9
230,Rod Wave,Heart On Ice,6fWa5CRgy0z30OeGZyMBvD,77,1,6,5,125572,76,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,159670,3,12,8
231,Calboy,Envy Me,7rvyVWja33WG9R97oeJAjx,79,1,5,5,271354,73,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133,4,7,6
232,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),6osaMSJh9NguagEDQcZaKx,91,3,7,4,6056278,87,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,4,37,8
233,Luke Combs,Better Together,1tSGw3h54aHModEHHL1HGK,77,1,11,5,1958978,87,0.552,0.225,0,-11.501,1,0.0477,0.826,0.0,0.111,0.67,138.002,219573,4,15,10
234,Lewis Capaldi,Before You Go,7ce20yLkzuXXLUhzIDoZih,86,1,11,2,1649247,91,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4,13,13
235,NLE Choppa,Shotta Flow 3,0OsYwz3SCLD98IvWfdLeRQ,78,1,7,5,556478,84,0.722,0.716,8,-5.258,0,0.377,0.00818,0.0,0.892,0.799,128.0,181238,4,13,10
236,BTS,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,86,2,4,5,14714305,92,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,4,27,3
237,Why Don't We,What Am I,1HimGOB6BjOaCQYMIF1xtU,84,1,8,5,1710104,83,0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.104,0.368,163.862,184665,4,9,12
238,Daddy Yankee,Que Tire Pa Lante,6RyaV7owmVU6fzEPE17sF1,91,1,10,5,14867749,94,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,210520,4,17,12
239,YK Osiris,Worth It,4XiGKQqbmnMVxDzUj6j3f2,79,1,2,5,483711,75,0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936,189253,5,8,9
240,Luke Combs,Beer Never Broke My Heart,3RzcoFkZ0AOp2nH71jP504,77,1,11,5,1958978,87,0.54,0.863,1,-4.483,1,0.0481,0.0138,0.0,0.0874,0.64,77.0,186733,4,25,10
241,Gabby Barrett,I Hope,2Hc4t9N2nt37oO4sF9BynI,77,1,1,5,30031,65,0.561,0.536,6,-6.227,1,0.0346,0.0951,0.0,0.114,0.378,150.014,209229,4,6,13
242,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2gTdDMpNxIRFSiu7HutMCg,81,3,7,5,1736557,83,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,169397,4,48,17
243,Polo G,Heartless (feat. Mustard),028JxheELfIvvY4zBXuMjw,78,2,9,5,588755,81,0.776,0.64,7,-8.058,1,0.183,0.15,0.0,0.0983,0.326,160.038,201627,4,25,6
244,Khalid,Right Back (feat. A Boogie Wit Da Hoodie),6PYnUsNEpYC7A4BS2sjw3L,81,2,8,2,9378271,96,0.786,0.428,5,-10.011,0,0.31,0.0933,1.1e-06,0.156,0.556,97.001,255000,4,41,6
245,YG,Go Loko,3SZqA7rQvROJsCbUu2v0xa,81,3,5,5,1958096,86,0.88,0.67,2,-5.188,1,0.0429,0.299,5.08e-06,0.0677,0.142,100.995,299227,4,7,2
246,A$AP Rocky,Babushka Boi,643PW82aBMUa1FiWi5VQY7,81,1,8,3,6161671,88,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,187105,4,12,10
247,Martin Garrix,Used To Love (with Dean Lewis),7pWK1kMgHy5lNNiIfuRbkP,86,2,10,4,12057507,87,0.651,0.693,4,-4.722,1,0.0375,0.458,0.0,0.335,0.392,118.97,236765,4,30,13
248,Billie Eilish,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,82,1,3,5,16246794,97,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4,20,13
249,Billie Eilish,listen before i go,0tMSssfxAL2oV8Vri0mFHE,81,1,3,5,16246794,97,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3,18,13
250,Summer Walker,Stretch You Out (feat. A Boogie wit da Hoodie),4Qxn47gWPSucovKrMyRf1z,78,2,10,5,691132,86,0.64,0.519,1,-6.757,0,0.188,0.25,0.0,0.0883,0.252,103.359,143493,4,46,13
251,Tyla Yaweh,I Think I Luv Her,6VYXuUz1nYMap8gtqeIrQB,78,2,9,5,75087,71,0.902,0.608,11,-6.238,1,0.27,0.000456,0.0,0.0621,0.836,84.001,160742,4,17,10
252,BROCKHAMPTON,SUGAR,6U0FIYXCQ3TGrk4tFpLrEA,79,1,8,5,1061258,82,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4,5,12
253,Taylor Swift,"Beautiful Ghosts - From The Motion Picture Soundtrack ""Cats""",6PPbs1c7f7Ove5JHUPmNZ2,71,1,11,5,24575283,95,0.368,0.238,4,-8.976,1,0.0599,0.85,0.0,0.0974,0.239,187.05,261061,3,60,12
254,Thomas Rhett,Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,77,1,5,5,3039997,80,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4,22,12
255,Wallows,Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,79,2,3,5,481986,74,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,178000,4,33,7
256,Chris Brown,Heat (feat. Gunna),1GIYmwtBbPSHrqcSaukZck,79,2,6,5,9943821,93,0.62,0.613,0,-5.83,1,0.0795,0.0607,0.0,0.117,0.483,82.43,232733,4,18,11
257,Kanye West,Jesus Is Lord,7sBgFMWqDWQgrsNSpIBoe8,80,1,10,5,10738097,95,0.243,0.26,4,-5.876,0,0.0305,0.828,4.03e-05,0.532,0.327,76.61,49293,3,13,10
258,Joyner Lucas,Isis,36TO60sxDduIsO3xH8IcUh,80,2,5,4,943747,79,0.918,0.837,1,-6.792,1,0.255,0.234,0.0,0.227,0.855,120.017,236000,4,4,12
